USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root            95     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            96     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            97     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            98     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            99     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           100     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           101     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           102     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           103     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           104     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           105     2          0      0 worker_thread       0 I [kworker/3:1-events_freezable]
root           106     2          0      0 rescuer_thread      0 I [cmdq_resource]
root           107     2          0      0 rescuer_thread      0 I [cmdq_mdp_task]
root           108     2          0      0 rescuer_thread      0 I [mt6765-SSPM_WQ]
root           109     2          0      0 rescuer_thread      0 I [sspm_ts_wq]
root           110     2          0      0 conn_md_thread      0 S [conn-md-thread]
root           111     2          0      0 rescuer_thread      0 I [edac-poller]
root           112     2          0      0 rescuer_thread      0 I [devfreq_wq]
root           113     2          0      0 kthread_worker_fn   0 S [watchdogd]
root           114     2          0      0 worker_thread       0 I [kworker/2:1-mm_percpu_wq]
root           115     2          0      0 ion_heap_deferred_free 0 S [ion_system_heap]
root           117     2          0      0 ion_heap_deferred_free 0 S [ion_mm_heap]
root           119     2          0      0 ion_heap_deferred_free 0 S [ion_mm_heap_for]
root           120     2          0      0 ion_history_record  0 S [ion_history]
root           121     2          0      0 worker_thread       0 I [kworker/u16:1-kverityd]
root           122     2          0      0 rescuer_thread      0 I [cfg80211]
root           123     2          0      0 worker_thread       0 I [kworker/1:1-lt_wq]
root           144     2          0      0 kswapd              0 S [kswapd0]
root           190     2          0      0 add_hwgenerator_randomness 0 S [hwrng]
root           191     2          0      0 kthread_worker_fn   0 S [spi0]
root           192     2          0      0 kthread_worker_fn   0 S [spi1]
root           193     2          0      0 kthread_worker_fn   0 S [spi2]
root           194     2          0      0 kthread_worker_fn   0 S [spi3]
root           195     2          0      0 kthread_worker_fn   0 S [spi4]
root           196     2          0      0 kthread_worker_fn   0 S [spi5]
root           197     2          0      0 bat_percent_notify_handler 0 S [bat_percent_not]
root           198     2          0      0 pbm_thread_handle   0 S [pbm]
root           199     2          0      0 nanohub_kthread     0 S [nanohub]
root           200     2          0      0 rescuer_thread      0 I [ipi_master]
root           201     2          0      0 SCP_sensorHub_direct_push_work 0 S [chre_kthread]
root           202     2          0      0 sensorHub_power_up_loop 0 S [scp_power_reset]
root           204     2          0      0 kthread             0 D [ddp_irq_log_kth]
root           205     2          0      0 worker_thread       0 I [kworker/5:1-mm_percpu_wq]
root           206     2          0      0 worker_thread       0 I [kworker/4:1-events]
root           207     2          0      0 worker_thread       0 I [kworker/6:1-mm_percpu_wq]
root           208     2          0      0 worker_thread       0 I [kworker/7:1-mm_percpu_wq]
root           209     2          0      0 rescuer_thread      0 I [tinno_gpio_chec]
root           211     2          0      0 _primary_path_idlemgr_monitor_thread 0 S [disp_idlemgr]
root           212     2          0      0 primary_display_check_recovery_worker_kthread 0 S [disp_check]
root           213     2          0      0 decouple_mirror_update_rdma_config_thread 0 S [decouple_update]
root           214     2          0      0 decouple_trigger_worker_thread 0 D [decouple_trigge]
root           215     2          0      0 _dpmgr_wait_event   0 S [display_check_a]
root           216     2          0      0 _dpmgr_wait_event   0 S [disp_delay_trig]
root           217     2          0      0 _dpmgr_wait_event   0 S [disp_od_trigger]
root           218     2          0      0 _present_fence_release_worker_thread 0 S [present_fence_w]
root           219     2          0      0 disp_switch_mode_kthread 0 S [disp_switch_mod]
root           220     2          0      0 kthread             0 S [amms_task]
root           221     2          0      0 btif_rx_thread      0 S [btif_rxd]
root           222     2          0      0 rescuer_thread      0 I [mt_usrtch__work]
root           223     2          0      0 rescuer_thread      0 I [fpsgo_notifier_]
root           224     2          0      0 rescuer_thread      0 I [mt_mini_top]
root           225     2          0      0 rescuer_thread      0 I [mt_fstb]
root           226     2          0      0 rescuer_thread      0 I [lt_wq]
root           227     2          0      0 msleep              0 D [hang_detect]
root           228     2          0      0 msleep              0 D [hang_detect1]
root           229     2          0      0 rescuer_thread      0 I [bcct_chrlmt_wor]
root           230     2          0      0 krtatm_thread       0 S [krtatm]
root           231     2          0      0 rescuer_thread      0 I [cpu_freq_wq]
root           232     2          0      0 rescuer_thread      0 I [cpu_core_wq]
root           233     2          0      0 rescuer_thread      0 I [dram_vcore_wq]
root           234     2          0      0 rescuer_thread      0 I [usb20_st_wq]
root           235     2          0      0 ccu_enque_cmd_loop  0 S [ccu-enque]
root           236     2          0      0 irq_thread          0 S [irq/265-mt6358-]
root           237     2          0      0 rescuer_thread      0 I [lbat_service]
root           238     2          0      0 rescuer_thread      0 I [uether]
root           239     2          0      0 rescuer_thread      0 I [uether_rx1]
root           240     2          0      0 rescuer_thread      0 I [uether_rps]
root           241     2          0      0 rescuer_thread      0 I [dm_bufio_cache]
root           242     2          0      0 worker_thread       0 I [kworker/u16:2-flush-179:0]
root           243     2          0      0 worker_thread       0 I [kworker/0:2-pm]
root           244     2          0      0 rescuer_thread      0 I [regulator_vibra]
root           245     2          0      0 kthread_worker_fn   0 S [tee_log]
root           246     2          0      0 irq_bh_worker       0 D [tee_irq_bh]
root           247     2          0      0 tee_worker          0 S [tee_worker/0]
root           248     2          0      0 tee_worker          0 S [tee_worker/1]
root           249     2          0      0 tee_worker          0 S [tee_worker/2]
root           250     2          0      0 tee_worker          0 S [tee_worker/3]
root           251     2          0      0 rescuer_thread      0 I [mmc_complete]
root           252     2          0      0 0                   0 R [exe_cq/0]
root           253     2          0      0 worker_thread       0 I [kworker/0:1H-kblockd]
root           255     2          0      0 worker_thread       0 I [kworker/u16:3-kverityd]
root           256     2          0      0 rescuer_thread      0 I [ipv6_addrconf]
root           257     2          0      0 rescuer_thread      0 I [SCP_WQ]
root           258     2          0      0 rescuer_thread      0 I [SCP_LOG_WQ]
root           259     2          0      0 rescuer_thread      0 I [SCP_RESET_WQ]
root           260     2          0      0 msleep              0 D [rpmb_open]
root           261     2          0      0 rescuer_thread      0 I [pvr_timer]
root           262     2          0      0 LinuxEventObjectWait 0 S [pvr_defer_free]
root           263     2          0      0 LinuxEventObjectWait 0 S [pvr_device_wdg]
root           264     2          0      0 LinuxEventObjectWait 0 S [pvr_cacheop]
root           265     2          0      0 rescuer_thread      0 I [ged_notify_sw_v]
root           266     2          0      0 worker_thread       0 I [kworker/2:2-events_freezable]
root           267     2          0      0 rescuer_thread      0 I [ged_dump_fw_log]
root           268     2          0      0 rescuer_thread      0 I [ged_kpi]
root           269     2          0      0 rescuer_thread      0 I [ged_fence]
root           270     2          0      0 dlpt_notify_handler 0 S [dlpt_notify_thr]
root           271     2          0      0 worker_thread       0 I [kworker/1:2-events]
root           272     2          0      0 worker_thread       0 I [kworker/u16:4]
root           273     2          0      0 gauge_coulomb_thread 0 D [gauge_coulomb_t]
root           274     2          0      0 battery_update_routine 0 D [battery_thread]
root           275     2          0      0 power_misc_routine_thread 0 D [power_misc_thre]
root           276     2          0      0 rescuer_thread      0 I [pvr_fce_status]
root           277     2          0      0 sspm_ipi_recv_wait  0 D [ipi_cpu_dvfs_rt]
root           278     2          0      0 kthread_worker_fn   0 S [sugov:0]
root           279     2          0      0 kthread_worker_fn   0 S [sugov:4]
root           280     2          0      0 eem_volt_thread_handler 0 S [EEM_CTRL_L]
root           281     2          0      0 eem_volt_thread_handler 0 S [EEM_CTRL_2L]
root           282     2          0      0 eem_volt_thread_handler 0 S [EEM_CTRL_CCI]
root           283     2          0      0 eem_volt_thread_handler 0 S [EEM_CTRL_L_HI]
root           284     2          0      0 eem_volt_thread_handler 0 S [EEM_CTRL_2L_HI]
root           285     2          0      0 eem_init1stress_thread_handler 0 S [Init_1_Stress]
root           286     2          0      0 _hps_task_main      0 S [hps_main]
root           287     2          0      0 rescuer_thread      0 I [accel_polling]
root           288     2          0      0 rescuer_thread      0 I [sys_timer_wq]
root           289     2          0      0 0                   0 R [charger_thread]
root           290     2          0      0 rescuer_thread      0 I [mtk-tpd]
root           295     2          0      0 worker_thread       0 I [kworker/1:1H-kblockd]
root           298     2          0      0 kjournald2          0 S [jbd2/mmcblk0p7-]
root           299     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           300     2          0      0 rescuer_thread      0 I [kdmflush]
root           301     2          0      0 rescuer_thread      0 I [kdmflush]
root           302     2          0      0 rescuer_thread      0 I [kdmflush]
root           303     2          0      0 rescuer_thread      0 I [kdmflush]
root           304     2          0      0 rescuer_thread      0 I [kdmflush]
root           305     2          0      0 rescuer_thread      0 I [kdmflush]
root           306     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           307     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           308     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           309     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           310     2          0      0 worker_thread       0 I [kworker/2:1H-kblockd]
root           312     2          0      0 worker_thread       0 I [kworker/4:1H-kblockd]
root           313     2          0      0 worker_thread       0 I [kworker/7:1H-kblockd]
root           314     2          0      0 worker_thread       0 I [kworker/6:1H-kblockd]
root           315     2          0      0 worker_thread       0 I [kworker/3:1H-kblockd]
root           316     2          0      0 worker_thread       0 I [kworker/5:1H-kblockd]
root           317     2          0      0 irq_thread          0 S [irq/122-1124000]
root           318     2          0      0 worker_thread       0 I [kworker/3:2-mm_percpu_wq]
root           321     1      27264   6728 poll_schedule_timeout 0 S init
root           322     1      29644   7304 poll_schedule_timeout 0 S ueventd
root           332     2          0      0 rescuer_thread      0 I [kdmflush]
root           333     2          0      0 rescuer_thread      0 I [kdmflush]
root           334     2          0      0 rescuer_thread      0 I [kdmflush]
root           335     2          0      0 rescuer_thread      0 I [kdmflush]
root           336     2          0      0 rescuer_thread      0 I [kdmflush]
root           337     2          0      0 rescuer_thread      0 I [kdmflush]
root           338     2          0      0 rescuer_thread      0 I [kdmflush]
root           339     2          0      0 rescuer_thread      0 I [kdmflush]
root           340     2          0      0 rescuer_thread      0 I [kdmflush]
root           341     2          0      0 rescuer_thread      0 I [kdmflush]
root           342     2          0      0 rescuer_thread      0 I [kdmflush]
root           343     2          0      0 rescuer_thread      0 I [kdmflush]
root           344     2          0      0 rescuer_thread      0 I [kdmflush]
root           345     2          0      0 rescuer_thread      0 I [kdmflush]
root           346     2          0      0 rescuer_thread      0 I [kdmflush]
root           347     2          0      0 rescuer_thread      0 I [kdmflush]
root           348     2          0      0 rescuer_thread      0 I [kdmflush]
root           349     2          0      0 rescuer_thread      0 I [kdmflush]
root           350     2          0      0 rescuer_thread      0 I [kdmflush]
root           351     2          0      0 rescuer_thread      0 I [kdmflush]
root           352     2          0      0 rescuer_thread      0 I [kdmflush]
root           353     2          0      0 rescuer_thread      0 I [kdmflush]
root           355     2          0      0 rescuer_thread      0 I [kdmflush]
root           356     2          0      0 rescuer_thread      0 I [kdmflush]
root           357     2          0      0 rescuer_thread      0 I [kdmflush]
root           358     2          0      0 rescuer_thread      0 I [kdmflush]
root           359     2          0      0 rescuer_thread      0 I [kdmflush]
root           360     2          0      0 rescuer_thread      0 I [kdmflush]
root           361     2          0      0 rescuer_thread      0 I [kdmflush]
root           362     2          0      0 rescuer_thread      0 I [kdmflush]
root           363     2          0      0 rescuer_thread      0 I [kdmflush]
root           364     2          0      0 rescuer_thread      0 I [kdmflush]
root           365     2          0      0 rescuer_thread      0 I [kdmflush]
root           366     2          0      0 rescuer_thread      0 I [kdmflush]
root           367     2          0      0 rescuer_thread      0 I [kdmflush]
root           368     2          0      0 rescuer_thread      0 I [kdmflush]
root           374     2          0      0 kthread_worker_fn   0 S [loop0]
root           375     2          0      0 kthread_worker_fn   0 S [loop1]
root           376     2          0      0 kthread_worker_fn   0 S [loop2]
root           377     2          0      0 kthread_worker_fn   0 S [loop3]
root           378     2          0      0 kthread_worker_fn   0 S [loop4]
root           379     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           380     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           381     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           382     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           383     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           385     1      16620   3124 sigsuspend          0 S sh
prng_seeder    387     1      21612   5572 do_epoll_wait       0 S prng_seeder
logd           402     1      32228   5400 sigsuspend          0 S logd
lmkd           403     1      17440   3072 do_epoll_wait       0 S lmkd
system         404     1      23828   4620 0                   0 R servicemanager
system         406     1      24884   5384 do_epoll_wait       0 S hwservicemanager
root           407     2          0      0 kthread_worker_fn   0 S [psimon]
system         414     1      18968   4356 do_epoll_wait       0 S vndservicemanager
root           419     1      36296   7840 binder_ioctl_write_read 0 S vold
root           420     1      23780   4768 binder_ioctl_write_read 0 S android.hardware.boot@1.2-service
root           421     2          0      0 worker_thread       0 I [kworker/3:2H-kblockd]
root           424     2          0      0 rescuer_thread      0 I [kdmflush]
root           429     2          0      0 kjournald2          0 S [jbd2/mmcblk0p9-]
root           430     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           434     2          0      0 kjournald2          0 S [jbd2/mmcblk0p10]
root           435     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           441     2          0      0 kjournald2          0 S [jbd2/mmcblk0p6-]
root           442     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           449     2          0      0 kjournald2          0 S [jbd2/mmcblk0p5-]
root           450     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           454     2          0      0 worker_thread       0 I [kworker/0:2H-kblockd]
root           457     2          0      0 kjournald2          0 S [jbd2/mmcblk0p12]
root           458     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           461     1      18720   4152 poll_schedule_timeout 0 S aee_aedv
root           462     1      21336   5808 poll_schedule_timeout 0 S aee_aed
root           464   461      21140   2400 hrtimer_nanosleep   0 S aee_aedv
system         465     1      13828   2924 hrtimer_nanosleep   0 S wmt_loader
root           466     2          0      0 worker_thread       0 I [kworker/6:2H]
system         468     1      13844   2984 hrtimer_nanosleep   0 S wmt_launcher
system         469     1      23600   4372 binder_ioctl_write_read 0 S android.system.suspend-service
keystore       470     1      44792  10892 binder_ioctl_write_read 0 S keystore2
system         471     1      24580   6104 binder_ioctl_write_read 0 S android.hardware.keymaster@4.1-service.trustonic
root           487     2          0      0 worker_thread       0 I [kworker/4:2H]
root           491     2          0      0 issue_discard_thread 0 S [f2fs_discard-25]
root           492     2          0      0 gc_thread_func      0 S [f2fs_gc-252:42]
tombstoned     502     1      15220   2796 do_epoll_wait       0 S tombstoned
root           512     2          0      0 worker_thread       0 I [kworker/5:2H-kblockd]
root           514     1      33128   8044 futex_wait_queue_me 0 S apexd
root           530     2          0      0 kthread_worker_fn   0 S [loop5]
root           554     2          0      0 0                   0 R [loop6]
root           555     2          0      0 kthread_worker_fn   0 S [loop7]
root           556     2          0      0 kthread_worker_fn   0 S [loop8]
root           557     2          0      0 kthread_worker_fn   0 S [loop9]
root           558     2          0      0 kthread_worker_fn   0 S [loop10]
root           560     2          0      0 kthread_worker_fn   0 S [loop11]
root           561     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           562     2          0      0 kthread_worker_fn   0 S [loop12]
root           563     2          0      0 kthread_worker_fn   0 S [loop13]
root           564     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           565     2          0      0 kthread_worker_fn   0 S [loop14]
root           566     2          0      0 kthread_worker_fn   0 S [loop15]
root           567     2          0      0 kthread_worker_fn   0 S [loop16]
root           569     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           570     2          0      0 kthread_worker_fn   0 S [loop17]
root           571     2          0      0 kthread_worker_fn   0 S [loop18]
root           572     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           573     2          0      0 kthread_worker_fn   0 S [loop19]
root           575     2          0      0 kthread_worker_fn   0 S [loop20]
root           576     2          0      0 kthread_worker_fn   0 S [loop21]
root           577     2          0      0 kthread_worker_fn   0 S [loop22]
root           579     2          0      0 kthread_worker_fn   0 S [loop23]
root           580     2          0      0 kthread_worker_fn   0 S [loop24]
root           581     2          0      0 kthread_worker_fn   0 S [loop25]
root           582     2          0      0 kthread_worker_fn   0 S [loop26]
root           583     2          0      0 kthread_worker_fn   0 S [loop27]
root           584     2          0      0 kthread_worker_fn   0 S [loop28]
root           585     2          0      0 kthread_worker_fn   0 S [loop29]
root           586     2          0      0 kthread_worker_fn   0 S [loop30]
root           587     2          0      0 kthread_worker_fn   0 S [loop31]
root           588     2          0      0 kthread_worker_fn   0 S [loop32]
root           589     2          0      0 kthread_worker_fn   0 S [loop33]
root           590     2          0      0 kthread_worker_fn   0 S [loop34]
root           591     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           592     2          0      0 kthread_worker_fn   0 S [loop35]
root           593     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           595     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           596     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           597     2          0      0 kthread_worker_fn   0 S [loop36]
root           598     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           599     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           600     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           601     2          0      0 kthread_worker_fn   0 S [loop37]
root           603     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           604     2          0      0 kthread_worker_fn   0 S [loop38]
root           605     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           606     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           607     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           608     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           609     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           610     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           611     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           612     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           613     2          0      0 rescuer_thread      0 I [kverityd]
root           614     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           615     2          0      0 rescuer_thread      0 I [kverityd]
root           616     2          0      0 kthread_worker_fn   0 S [loop39]
root           617     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           618     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           619     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           620     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           621     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           622     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           623     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           624     2          0      0 kthread_worker_fn   0 S [loop40]
root           625     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           626     2          0      0 worker_thread       0 I [kworker/2:2H-kblockd]
root           627     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           628     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           629     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           630     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           632     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           633     2          0      0 rescuer_thread      0 I [kverityd]
root           634     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           635     2          0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           654     2          0      0 worker_thread       0 I [kworker/u17:1-fsverity_read_queue]
root           662     1      27420   4032 poll_schedule_timeout 0 S magiskd
root           668     2          0      0 worker_thread       0 I [kworker/1:2H]
statsd         689     1      23604   4948 hrtimer_nanosleep   0 S statsd
root           691     1      46680   8896 binder_ioctl_write_read 0 S netd
root           693     1     882144  63064 filemap_fault       0 D zygote
system         698     1      18364   3192 binder_ioctl_write_read 0 S android.hidl.allocator@1.0-service
audioserver    699     1      40604  14468 0                   0 R android.hardware.audio.service.mediatek
system         701     1      20380   4592 binder_ioctl_write_read 0 S android.hardware.gatekeeper@1.0-service
system         702     1      25352   8164 futex_wait_queue_me 0 S android.hardware.graphics.allocator@4.0-service-mediatek
root           703   691      24264   3204 pipe_wait           0 S iptables-restore
root           704   691      24776   3428 pipe_wait           0 S ip6tables-restore
system         706     1      44320  14420 binder_ioctl_write_read 0 S android.hardware.graphics.composer@2.1-service
system         708     1      21032   4692 do_epoll_wait       0 S android.hardware.health@2.1-service
mediacodec     709     1      43456  14196 binder_ioctl_write_read 0 S android.hardware.media.c2@1.2-mediatek
system         711     1      26908   6060 binder_ioctl_write_read 0 S android.hardware.sensors@2.0-service.multihal-mediatek
root           713     1      21600   4856 binder_ioctl_write_read 0 S android.hardware.usb@1.2-service-mediatekv2
system         714     1      19168   5424 binder_ioctl_write_read 0 S android.hardware.memtrack-service.mediatek
system         715     1      33320   8444 futex_wait_queue_me 0 S merged_hal_service
root           717     1      44672  11048 futex_wait_queue_me 0 S vendor.mediatek.hardware.mtkpower@1.0-service
root           719     1      20880   5012 binder_ioctl_write_read 0 S vendor.mediatek.hardware.nvram@1.1-service
system         720     1      23264   5168 binder_ioctl_write_read 0 S vendor.trustonic.tee@1.1-service
